match_id,season,city,date,team1_id,team2_id,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,venue_id,umpire1,umpire2
2008_1,2008,Bangalore,18/04/08,KKR,RCB,RCB,field,normal,0,KKR,140,0,Brendon McCullum,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,Asad Rauf,RE Koertzen
2008_2,2008,Chandigarh,19/04/08,CSK,KXI,CSK,bat,normal,0,CSK,33,0,Michael Hussey,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,MR Benson,SL Shastri
2008_3,2008,Delhi,19/04/08,RR,DD,RR,bat,normal,0,DD,0,9,Farveez Maharoof,"Feroz Shah Kotla Stadium, Delhi",2,Aleem Dar,GA Pratapkumar
2008_4,2008,Mumbai,20/04/08,MI,RCB,MI,bat,normal,0,RCB,0,5,Mark Boucher,"Wankhede Stadium, Mumbai, Maharashtra",1,SJ Davis,DJ Harper
2008_5,2008,Kolkata,20/04/08,DC,KKR,DC,bat,normal,0,KKR,0,5,David Hussey,"Eden Garden Stadium, Kolkata, West Bengal",3,BF Bowden,K Hariharan
2008_6,2008,Jaipur,21/04/08,KXI,RR,KXI,bat,normal,0,RR,0,6,Shane Watson,"Sawai Man Singh Stadium, Jaipur, Rajasthan",6,Aleem Dar,RB Tiffin
2008_7,2008,Hyderabad,22/04/08,DC,DD,DC,bat,normal,0,DD,0,9,Virender Sehwag,"Rajiv Gandhi International Stadium, Hyderabad",4,IL Howell,AM Saheba
2008_8,2008,Chennai,23/04/08,CSK,MI,MI,field,normal,0,CSK,6,0,Matthew Hayden,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",5,DJ Harper,GA Pratapkumar
2008_9,2008,Hyderabad,24/04/08,DC,RR,RR,field,normal,0,RR,0,3,Yusuf Pathan,"Rajiv Gandhi International Stadium, Hyderabad",4,Asad Rauf,MR Benson
2008_10,2008,Chandigarh,25/04/08,KXI,MI,MI,field,normal,0,KXI,66,0,Kumar Sangakkara,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,Aleem Dar,AM Saheba
2008_11,2008,Bangalore,26/04/08,RCB,RR,RR,field,normal,0,RR,0,7,Shane Watson,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,MR Benson,IL Howell
2008_12,2008,Chennai,26/04/08,KKR,CSK,KKR,bat,normal,0,CSK,0,9,Jacob Oram,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",5,BF Bowden,AV Jayaprakash
2008_13,2008,Mumbai,27/04/08,MI,DC,DC,field,normal,0,DC,0,10,Adam Gilchrist,Dr DY Patil Sports Academy,10,Asad Rauf,SL Shastri
2008_14,2008,Chandigarh,27/04/08,DD,KXI,DD,bat,normal,0,KXI,0,4,Simon Katich,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,RE Koertzen,I Shivram
2008_15,2008,Bangalore,28/04/08,CSK,RCB,CSK,bat,normal,0,CSK,13,0,Mahendra Singh Dhoni,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,BR Doctrove,RB Tiffin
2008_16,2008,Kolkata,29/04/08,KKR,MI,KKR,bat,normal,0,MI,0,7,Sanath Jayasuriya,"Eden Garden Stadium, Kolkata, West Bengal",3,BF Bowden,AV Jayaprakash
2008_17,2008,Delhi,30/04/08,DD,RCB,RCB,field,normal,0,DD,10,0,Glenn McGrath,"Feroz Shah Kotla Stadium, Delhi",2,Aleem Dar,I Shivram
2008_18,2008,Hyderabad,01/05/08,DC,KXI,KXI,field,normal,0,KXI,0,7,Shaun Marsh,"Rajiv Gandhi International Stadium, Hyderabad",4,BR Doctrove,RB Tiffin
2008_19,2008,Jaipur,01/05/08,RR,KKR,RR,bat,normal,0,RR,45,0,Swapnil Asnodkar,"Sawai Man Singh Stadium, Jaipur, Rajasthan",6,RE Koertzen,GA Pratapkumar
2008_20,2008,Chennai,02/05/08,CSK,DD,CSK,bat,normal,0,DD,0,8,Virender Sehwag,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",5,BF Bowden,K Hariharan
2008_21,2008,Hyderabad,25/05/08,DC,RCB,DC,bat,normal,0,RCB,0,5,Vinay Kumar,"Rajiv Gandhi International Stadium, Hyderabad",4,Asad Rauf,RE Koertzen
2008_22,2008,Chandigarh,03/05/08,KXI,KKR,KXI,bat,normal,0,KXI,9,0,Irfan Pathan,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,DJ Harper,I Shivram
2008_23,2008,Mumbai,04/05/08,MI,DD,DD,field,normal,0,MI,29,0,Shaun Pollock,Dr DY Patil Sports Academy,10,IL Howell,RE Koertzen
2008_24,2008,Jaipur,04/05/08,CSK,RR,CSK,bat,normal,0,RR,0,8,Sohail Tanvir,"Sawai Man Singh Stadium, Jaipur, Rajasthan",6,Asad Rauf,AV Jayaprakash
2008_25,2008,Bangalore,05/05/08,RCB,KXI,KXI,field,normal,0,KXI,0,6,S Sreesanth,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,SJ Davis,BR Doctrove
2008_26,2008,Chennai,06/05/08,CSK,DC,DC,field,normal,0,DC,0,7,Adam Gilchrist,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",5,MR Benson,RB Tiffin
2008_27,2008,Mumbai,07/05/08,RR,MI,MI,field,normal,0,MI,0,7,Ashish Nehra,Dr DY Patil Sports Academy,10,DJ Harper,RE Koertzen
2008_28,2008,Delhi,08/05/08,DD,CSK,CSK,field,normal,0,CSK,0,4,Mahendra Singh Dhoni,"Feroz Shah Kotla Stadium, Delhi",2,Aleem Dar,RB Tiffin
2008_29,2008,Kolkata,08/05/08,KKR,RCB,KKR,bat,normal,0,KKR,5,0,Sourav Ganguly,"Eden Garden Stadium, Kolkata, West Bengal",3,Asad Rauf,IL Howell
2008_30,2008,Jaipur,09/05/08,DC,RR,RR,field,normal,0,RR,0,8,Yusuf Pathan,"Sawai Man Singh Stadium, Jaipur, Rajasthan",6,MR Benson,AM Saheba
2008_31,2008,Bangalore,28/05/08,RCB,MI,MI,field,normal,0,MI,0,9,Dilhara Fernando,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,BF Bowden,AV Jayaprakash
2008_32,2008,Chennai,10/05/08,CSK,KXI,KXI,field,normal,0,CSK,18,0,Lakshmipathy Balaji,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",5,AV Jayaprakash,BG Jerling
2008_33,2008,Hyderabad,11/05/08,KKR,DC,KKR,bat,normal,0,KKR,23,0,Sourav Ganguly,"Rajiv Gandhi International Stadium, Hyderabad",4,IL Howell,AM Saheba
2008_34,2008,Jaipur,11/05/08,DD,RR,RR,field,normal,0,RR,0,3,Shane Watson,"Sawai Man Singh Stadium, Jaipur, Rajasthan",6,SJ Davis,RE Koertzen
2008_35,2008,Chandigarh,12/05/08,RCB,KXI,RCB,bat,normal,0,KXI,0,9,Shaun Marsh,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,BR Doctrove,I Shivram
2008_36,2008,Kolkata,13/05/08,KKR,DD,KKR,bat,normal,0,KKR,23,0,Shoaib Akhtar,"Eden Garden Stadium, Kolkata, West Bengal",3,Asad Rauf,IL Howell
2008_37,2008,Mumbai,14/05/08,CSK,MI,MI,field,normal,0,MI,0,9,Sanath Jayasuriya,"Wankhede Stadium, Mumbai, Maharashtra",1,BR Doctrove,AM Saheba
2008_38,2008,Chandigarh,28/05/08,KXI,RR,RR,field,normal,0,KXI,41,0,Shaun Marsh,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,SJ Davis,K Hariharan
2008_39,2008,Delhi,15/05/08,DD,DC,DC,field,normal,0,DD,12,0,Amit Mishra,"Feroz Shah Kotla Stadium, Delhi",2,BG Jerling,GA Pratapkumar
2008_40,2008,Mumbai,16/05/08,KKR,MI,MI,field,normal,0,MI,0,8,Shaun Pollock,"Wankhede Stadium, Mumbai, Maharashtra",1,BR Doctrove,DJ Harper
2008_41,2008,Delhi,17/05/08,DD,KXI,DD,bat,normal,1,KXI,6,0,Mahela Jayawardene,"Feroz Shah Kotla Stadium, Delhi",2,AV Jayaprakash,RE Koertzen
2008_42,2008,Jaipur,17/05/08,RR,RCB,RCB,field,normal,0,RR,65,0,Graeme Smith,"Sawai Man Singh Stadium, Jaipur, Rajasthan",6,BF Bowden,SL Shastri
2008_43,2008,Hyderabad,18/05/08,MI,DC,DC,field,normal,0,MI,25,0,Dwayne Bravo,"Rajiv Gandhi International Stadium, Hyderabad",4,BR Doctrove,DJ Harper
2008_44,2008,Kolkata,18/05/08,KKR,CSK,KKR,bat,normal,1,CSK,3,0,Makhaya Ntini,"Eden Garden Stadium, Kolkata, West Bengal",3,Asad Rauf,K Hariharan
2008_45,2008,Bangalore,19/05/08,RCB,DD,DD,field,normal,0,DD,0,5,Shreevats Goswami,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,SJ Davis,GA Pratapkumar
2008_46,2008,Kolkata,20/05/08,KKR,RR,RR,field,normal,0,RR,0,6,Yusuf Pathan,"Eden Garden Stadium, Kolkata, West Bengal",3,BG Jerling,RE Koertzen
2008_47,2008,Mumbai,21/05/08,KXI,MI,MI,field,normal,0,KXI,1,0,Shaun Marsh,"Wankhede Stadium, Mumbai, Maharashtra",1,BF Bowden,GA Pratapkumar
2008_48,2008,Chennai,21/05/08,RCB,CSK,RCB,bat,normal,0,RCB,14,0,Anil Kumble,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",5,DJ Harper,I Shivram
2008_49,2008,Chandigarh,23/05/08,DC,KXI,KXI,field,normal,0,KXI,0,6,Shaun Marsh,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,Asad Rauf,SJ Davis
2008_50,2008,Delhi,24/05/08,MI,DD,DD,field,normal,0,DD,0,5,Dinesh Karthik,"Feroz Shah Kotla Stadium, Delhi",2,BF Bowden,K Hariharan
2008_51,2008,Chennai,24/05/08,RR,CSK,RR,bat,normal,0,RR,10,0,Albie Morkel,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",5,DJ Harper,SL Shastri
2008_52,2008,Bangalore,03/05/08,RCB,DC,DC,field,normal,0,RCB,3,0,Praveen Kumar,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,BR Doctrove,SL Shastri
2008_53,2008,Kolkata,25/05/08,KXI,KKR,KXI,bat,normal,0,KKR,0,3,Umar Gul,"Eden Garden Stadium, Kolkata, West Bengal",3,SJ Davis,I Shivram
2008_54,2008,Jaipur,26/05/08,MI,RR,RR,field,normal,0,RR,0,5,Sohail Tanvir,"Sawai Man Singh Stadium, Jaipur, Rajasthan",6,BF Bowden,K Hariharan
2008_55,2008,Hyderabad,27/05/08,DC,CSK,DC,bat,normal,0,CSK,0,7,Suresh Raina,"Rajiv Gandhi International Stadium, Hyderabad",4,BG Jerling,AM Saheba
2008_56,2008,Mumbai,30/05/08,RR,DD,DD,field,normal,0,RR,105,0,Shane Watson,"Wankhede Stadium, Mumbai, Maharashtra",1,BF Bowden,RE Koertzen
2008_57,2008,Mumbai,31/05/08,KXI,CSK,KXI,bat,normal,0,CSK,0,9,Makhaya Ntini,"Wankhede Stadium, Mumbai, Maharashtra",1,Asad Rauf,DJ Harper
2008_58,2008,Mumbai,01/06/08,CSK,RR,RR,field,normal,0,RR,0,3,Yusuf Pathan,Dr DY Patil Sports Academy,10,BF Bowden,RE Koertzen
2009_1,2009,Cape Town,18/04/09,MI,CSK,CSK,field,normal,0,MI,19,0,Sachin Tendulkar,Newlands,11,BR Doctrove,K Hariharan
2009_2,2009,Cape Town,18/04/09,RCB,RR,RCB,bat,normal,0,RCB,75,0,Rahul Dravid,Newlands,11,BR Doctrove,RB Tiffin
2009_3,2009,Cape Town,19/04/09,KXI,DD,DD,field,normal,1,DD,0,10,Daniel Vettori,Newlands,11,MR Benson,SD Ranade
2009_4,2009,Cape Town,19/04/09,KKR,DC,KKR,bat,normal,0,DC,0,8,RP Singh,Newlands,11,MR Benson,BR Doctrove
2009_5,2009,Port Elizabeth,20/04/09,CSK,RCB,CSK,bat,normal,0,CSK,92,0,Muttiah Muralitharan,St George's Park,12,BG Jerling,SJA Taufel
2009_6,2009,Durban,21/04/09,KXI,KKR,KKR,field,normal,1,KKR,11,0,Chris Gayle,Kingsmead,13,DJ Harper,SD Ranade
2009_7,2009,Cape Town,22/04/09,DC,RCB,DC,bat,normal,0,DC,24,0,Adam Gilchrist,Newlands,11,M Erasmus,AM Saheba
2009_8,2009,Durban,23/04/09,DD,CSK,DD,bat,normal,0,DD,9,0,AB De Villiers,Kingsmead,13,BR Doctrove,SJA Taufel
2009_9,2009,Cape Town,23/04/09,RR,KKR,KKR,field,tie,0,RR,0,0,Yusuf Pathan,Newlands,11,MR Benson,M Erasmus
2009_10,2009,Durban,24/04/09,RCB,KXI,RCB,bat,normal,0,KXI,0,7,Ravi Bopara,Kingsmead,13,BR Doctrove,TH Wijewardene
2009_11,2009,Durban,25/04/09,DC,MI,DC,bat,normal,0,DC,12,0,Pragyan Ojha,Kingsmead,13,HDPK Dharmasena,SJA Taufel
2009_12,2009,Port Elizabeth,26/04/09,RCB,DD,RCB,bat,normal,0,DD,0,6,Tillakaratne Dilshan,St George's Park,12,S Asnani,BG Jerling
2009_13,2009,Cape Town,26/04/09,KXI,RR,KXI,bat,normal,0,KXI,27,0,Kumar Sangakkara,Newlands,11,M Erasmus,K Hariharan
2009_14,2009,Durban,27/04/09,CSK,DC,DC,field,normal,0,DC,0,6,Herschelle Gibbs,Kingsmead,13,IL Howell,TH Wijewardene
2009_15,2009,Port Elizabeth,27/04/09,MI,KKR,MI,bat,normal,0,MI,92,0,Sachin Tendulkar,St George's Park,12,BG Jerling,RB Tiffin
2009_16,2009,Centurion,28/04/09,DD,RR,DD,bat,normal,0,RR,0,5,Yusuf Pathan,SuperSport Park,14,GAV Baxter,RE Koertzen
2009_17,2009,Durban,29/04/09,KKR,RCB,KKR,bat,normal,0,RCB,0,5,Mark Boucher,Kingsmead,13,MR Benson,TH Wijewardene
2009_18,2009,Durban,29/04/09,KXI,MI,KXI,bat,normal,0,KXI,3,0,Kumar Sangakkara,Kingsmead,13,MR Benson,SL Shastri
2009_19,2009,Centurion,30/04/09,DC,DD,DD,field,normal,0,DD,0,6,Dirk Nannes,SuperSport Park,14,GAV Baxter,AM Saheba
2009_20,2009,Centurion,30/04/09,CSK,RR,RR,field,normal,0,CSK,38,0,Suresh Raina,SuperSport Park,14,GAV Baxter,RE Koertzen
2009_21,2009,East London,01/05/09,MI,KKR,MI,bat,normal,0,MI,9,0,J P Duminy,Buffalo Park,15,M Erasmus,SK Tarapore
2009_22,2009,Durban,01/05/09,RCB,KXI,RCB,bat,normal,0,RCB,8,0,Yuvraj Singh,Kingsmead,13,HDPK Dharmasena,S Ravi
2009_23,2009,Port Elizabeth,02/05/09,DC,RR,DC,bat,normal,0,RR,0,3,Yusuf Pathan,St George's Park,12,S Asnani,BG Jerling
2009_24,2009,Johannesburg,02/05/09,CSK,DD,DD,field,normal,0,CSK,18,0,Shadab Jakati,New Wanderers Stadium,16,DJ Harper,RE Koertzen
2009_25,2009,Port Elizabeth,03/05/09,KKR,KXI,KKR,bat,normal,0,KXI,0,6,Mahela Jayawardene,St George's Park,12,S Asnani,MR Benson
2009_26,2009,Johannesburg,03/05/09,MI,RCB,MI,bat,normal,0,RCB,0,9,Jacques Kallis,New Wanderers Stadium,16,RE Koertzen,TH Wijewardene
2009_27,2009,East London,04/05/09,CSK,DC,CSK,bat,normal,0,CSK,78,0,Mahendra Singh Dhoni,Buffalo Park,15,BR Doctrove,M Erasmus
2009_28,2009,Durban,05/05/09,RR,KXI,KXI,field,normal,0,RR,78,0,Graeme Smith,Kingsmead,13,SS Hazare,IL Howell
2009_29,2009,Durban,05/05/09,KKR,DD,KKR,bat,normal,0,DD,0,9,Gautam Gambhir,Kingsmead,13,GAV Baxter,IL Howell
2009_30,2009,Centurion,06/05/09,DC,MI,DC,bat,normal,0,DC,19,0,Rohit Sharma,SuperSport Park,14,MR Benson,HDPK Dharmasena
2009_31,2009,Centurion,07/05/09,RCB,RR,RR,field,normal,0,RR,0,7,Amanpreet Singh,SuperSport Park,14,K Hariharan,DJ Harper
2009_32,2009,Centurion,07/05/09,CSK,KXI,CSK,bat,normal,1,CSK,12,0,Matthew Hayden,SuperSport Park,14,DJ Harper,TH Wijewardene
2009_33,2009,East London,08/05/09,MI,DD,MI,bat,normal,0,DD,0,7,Ashish Nehra,Buffalo Park,15,M Erasmus,SK Tarapore
2009_34,2009,Kimberley,09/05/09,DC,KXI,KXI,field,normal,0,KXI,0,3,Mahela Jayawardene,De Beers Diamond Oval,17,GAV Baxter,AM Saheba
2009_35,2009,Kimberley,09/05/09,RR,CSK,RR,bat,normal,0,CSK,0,7,S Badrinath,De Beers Diamond Oval,17,GAV Baxter,HDPK Dharmasena
2009_36,2009,Port Elizabeth,10/05/09,MI,RCB,MI,bat,normal,0,MI,16,0,J P Duminy,St George's Park,12,BR Doctrove,BG Jerling
2009_37,2009,Johannesburg,10/05/09,KKR,DD,DD,field,normal,0,DD,0,7,Amit Mishra,New Wanderers Stadium,16,SL Shastri,RB Tiffin
2009_38,2009,Kimberley,11/05/09,DC,RR,DC,bat,normal,0,DC,53,0,Dwayne Smith,De Beers Diamond Oval,17,GAV Baxter,HDPK Dharmasena
2009_39,2009,Centurion,12/05/09,KKR,RCB,RCB,field,normal,0,RCB,0,6,Ross Taylor,SuperSport Park,14,M Erasmus,SS Hazare
2009_40,2009,Centurion,12/05/09,KXI,MI,KXI,bat,normal,0,MI,0,8,Harbhajan Singh,SuperSport Park,14,SS Hazare,RE Koertzen
2009_41,2009,Durban,13/05/09,DD,DC,DC,field,normal,0,DD,12,0,Rajat Bhatia,Kingsmead,13,DJ Harper,SL Shastri
2009_42,2009,Durban,14/05/09,CSK,RCB,CSK,bat,normal,0,RCB,0,2,Ross Taylor,Kingsmead,13,BR Doctrove,DJ Harper
2009_43,2009,Durban,14/05/09,RR,MI,RR,bat,normal,0,RR,2,0,Shane Warne,Kingsmead,13,BR Doctrove,DJ Harper
2009_44,2009,Bloemfontein,15/05/09,DD,KXI,KXI,field,normal,0,KXI,0,6,Brett Lee,OUTsurance Oval,18,HDPK Dharmasena,IL Howell
2009_45,2009,Port Elizabeth,16/05/09,MI,CSK,MI,bat,normal,0,CSK,0,7,Matthew Hayden,St George's Park,12,SK Tarapore,SJA Taufel
2009_46,2009,Johannesburg,16/05/09,KKR,DC,DC,field,normal,0,DC,0,6,Rohit Sharma,New Wanderers Stadium,16,RE Koertzen,S Ravi
2009_47,2009,Johannesburg,17/05/09,KXI,DC,DC,field,normal,0,KXI,1,0,Yuvraj Singh,New Wanderers Stadium,16,S Ravi,RB Tiffin
2009_48,2009,Bloemfontein,17/05/09,DD,RR,DD,bat,normal,0,DD,14,0,AB De Villiers,OUTsurance Oval,18,SS Hazare,IL Howell
2009_49,2009,Centurion,18/05/09,CSK,KKR,CSK,bat,normal,0,KKR,0,7,Brad Hodge,SuperSport Park,14,SJA Taufel,RB Tiffin
2009_50,2009,Johannesburg,19/05/09,DD,RCB,DD,bat,normal,0,RCB,0,7,Jacques Kallis,New Wanderers Stadium,16,IL Howell,RB Tiffin
2009_51,2009,Durban,20/05/09,RR,KKR,KKR,field,normal,0,KKR,0,4,Laxmi Shukla,Kingsmead,13,BG Jerling,SJA Taufel
2009_52,2009,Durban,20/05/09,CSK,KXI,CSK,bat,normal,0,CSK,24,0,Muttiah Muralitharan,Kingsmead,13,BG Jerling,SJA Taufel
2009_53,2009,Centurion,21/05/09,MI,DD,DD,field,normal,0,DD,0,4,Virender Sehwag,SuperSport Park,14,IL Howell,S Ravi
2009_54,2009,Centurion,21/05/09,RCB,DC,RCB,bat,normal,0,RCB,12,0,Manish Pandey,SuperSport Park,14,IL Howell,S Ravi
2009_55,2009,Centurion,22/05/09,DD,DC,DC,field,normal,0,DC,0,6,Adam Gilchrist,SuperSport Park,14,BR Doctrove,DJ Harper
2009_56,2009,Johannesburg,23/05/09,CSK,RCB,RCB,field,normal,0,RCB,0,6,Manish Pandey,New Wanderers Stadium,16,RE Koertzen,SJA Taufel
2009_57,2009,Johannesburg,24/05/09,DC,RCB,RCB,field,normal,0,DC,6,0,Anil Kumble,New Wanderers Stadium,16,RE Koertzen,SJA Taufel
2010_1,2010,Mumbai,12/03/10,KKR,DC,DC,field,normal,0,KKR,11,0,Angelo Mathews,Dr DY Patil Sports Academy,10,RE Koertzen,RB Tiffin
2010_2,2010,Mumbai,13/03/10,MI,RR,MI,bat,normal,0,MI,4,0,Yusuf Pathan,Brabourne Stadium,19,RE Koertzen,RB Tiffin
2010_3,2010,Chandigarh,13/03/10,KXI,DD,DD,field,normal,0,DD,0,5,Gautam Gambhir,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,BR Doctrove,S Ravi
2010_4,2010,Kolkata,14/03/10,RCB,KKR,KKR,field,normal,0,KKR,0,7,Manoj Tiwary,"Eden Garden Stadium, Kolkata, West Bengal",3,HDPK Dharmasena,AM Saheba
2010_5,2010,Chennai,14/03/10,DC,CSK,DC,bat,normal,0,DC,31,0,Chaminda Vaas,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",5,K Hariharan,DJ Harper
2010_6,2010,Ahmedabad,15/03/10,RR,DD,DD,field,normal,0,DD,0,6,Virender Sehwag,"Sardar Patel Stadium, Motera",20,BG Jerling,RE Koertzen
2010_7,2010,Bangalore,16/03/10,KXI,RCB,KXI,bat,normal,0,RCB,0,8,Jacques Kallis,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,S Das,DJ Harper
2010_8,2010,Kolkata,16/03/10,CSK,KKR,CSK,bat,normal,0,CSK,55,0,Mahendra Singh Dhoni,"Eden Garden Stadium, Kolkata, West Bengal",3,HDPK Dharmasena,AM Saheba
2010_9,2010,Delhi,17/03/10,MI,DD,DD,field,normal,0,MI,98,0,Sachin Tendulkar,"Feroz Shah Kotla Stadium, Delhi",2,BR Doctrove,SK Tarapore
2010_10,2010,Bangalore,18/03/10,RR,RCB,RCB,field,normal,0,RCB,0,10,Jacques Kallis,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,K Hariharan,DJ Harper
2010_11,2010,Delhi,19/03/10,DD,CSK,DD,bat,normal,0,CSK,0,5,Matthew Hayden,"Feroz Shah Kotla Stadium, Delhi",2,BR Doctrove,SK Tarapore
2010_12,2010,Cuttack,19/03/10,DC,KXI,KXI,field,normal,0,DC,6,0,Andrew Symonds,Barabati Stadium,21,BF Bowden,M Erasmus
2010_13,2010,Ahmedabad,20/03/10,RR,KKR,RR,bat,normal,0,RR,34,0,Abhishek Jhunjhunwala,"Sardar Patel Stadium, Motera",20,RE Koertzen,RB Tiffin
2010_14,2010,Mumbai,20/03/10,MI,RCB,MI,bat,normal,0,RCB,0,7,Jacques Kallis,Brabourne Stadium,19,HDPK Dharmasena,SS Hazare
2010_15,2010,Cuttack,21/03/10,DC,DD,DC,bat,normal,0,DC,10,0,Andrew Symonds,Barabati Stadium,21,BF Bowden,M Erasmus
2010_16,2010,Chennai,21/03/10,KXI,CSK,CSK,field,tie,0,KXI,0,0,Rusty Theron,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",5,K Hariharan,DJ Harper
2010_17,2010,Mumbai,22/03/10,KKR,MI,KKR,bat,normal,0,MI,0,7,Sachin Tendulkar,Brabourne Stadium,19,SS Hazare,SJA Taufel
2010_18,2010,Bangalore,23/03/10,RCB,CSK,CSK,field,normal,0,RCB,36,0,Robin Uthappa,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,RE Koertzen,RB Tiffin
2010_19,2010,Chandigarh,24/03/10,RR,KXI,KXI,field,normal,0,RR,31,0,Adam Voges,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,BR Doctrove,SK Tarapore
2010_20,2010,Mumbai,25/03/10,CSK,MI,MI,field,normal,0,MI,0,5,Sachin Tendulkar,Brabourne Stadium,19,BF Bowden,AM Saheba
2010_21,2010,Ahmedabad,26/03/10,DC,RR,DC,bat,normal,0,RR,0,8,Yusuf Pathan,"Sardar Patel Stadium, Motera",20,HDPK Dharmasena,SJA Taufel
2010_22,2010,Chandigarh,27/03/10,KKR,KXI,KKR,bat,normal,0,KKR,39,0,Manoj Tiwary,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,BR Doctrove,S Ravi
2010_23,2010,Bangalore,25/03/10,DD,RCB,RCB,field,normal,0,DD,17,0,Kedar Jadhav,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,BG Jerling,RE Koertzen
2010_24,2010,Ahmedabad,28/03/10,RR,CSK,RR,bat,normal,0,RR,17,0,Naman Ojha,"Sardar Patel Stadium, Motera",20,SS Hazare,SJA Taufel
2010_25,2010,Mumbai,28/03/10,MI,DC,DC,field,normal,0,MI,41,0,Harbhajan Singh,Dr DY Patil Sports Academy,10,S Das,K Hariharan
2010_26,2010,Delhi,29/03/10,DD,KKR,DD,bat,normal,0,DD,40,0,David Warner,"Feroz Shah Kotla Stadium, Delhi",2,SS Hazare,SJA Taufel
2010_27,2010,Mumbai,30/03/10,KXI,MI,MI,field,normal,0,MI,0,4,Lasith Malinga,Brabourne Stadium,19,BR Doctrove,SK Tarapore
2010_28,2010,Chennai,31/03/10,RCB,CSK,RCB,bat,normal,0,CSK,0,5,Murali Vijay,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",5,BG Jerling,RE Koertzen
2010_29,2010,Delhi,31/03/10,DD,RR,DD,bat,normal,0,DD,67,0,Dinesh Karthik,"Feroz Shah Kotla Stadium, Delhi",2,HDPK Dharmasena,SJA Taufel
2010_30,2010,Kolkata,01/04/10,KKR,DC,KKR,bat,normal,0,KKR,24,0,Sourav Ganguly,"Eden Garden Stadium, Kolkata, West Bengal",3,K Hariharan,DJ Harper
2010_31,2010,Chandigarh,02/04/10,KXI,RCB,KXI,bat,normal,0,RCB,0,6,Kevin Pietersen,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,BF Bowden,M Erasmus
2010_32,2010,Chennai,03/04/10,CSK,RR,CSK,bat,normal,0,CSK,23,0,Murali Vijay,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",5,RE Koertzen,RB Tiffin
2010_33,2010,Mumbai,03/04/10,MI,DC,MI,bat,normal,0,MI,63,0,Ambati Rayudu,Brabourne Stadium,19,BR Doctrove,S Ravi
2010_34,2010,Kolkata,04/04/10,KKR,KXI,KKR,bat,normal,0,KXI,0,8,Mahela Jayawardene,"Eden Garden Stadium, Kolkata, West Bengal",3,S Asnani,DJ Harper
2010_35,2010,Delhi,04/04/10,DD,RCB,DD,bat,normal,0,DD,37,0,Paul Collingwood,"Feroz Shah Kotla Stadium, Delhi",2,BF Bowden,M Erasmus
2010_36,2010,Nagpur,05/04/10,RR,DC,RR,bat,normal,0,RR,2,0,Shane Warne,"Vidarbha Cricket Association Stadium, Jamtha",22,HDPK Dharmasena,SJA Taufel
2010_37,2010,Chennai,06/04/10,CSK,MI,CSK,bat,normal,0,CSK,24,0,Suresh Raina,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",5,S Asnani,DJ Harper
2010_38,2010,Jaipur,07/04/10,KXI,RR,KXI,bat,normal,0,RR,0,9,Michael Lumb,"Sawai Man Singh Stadium, Jaipur, Rajasthan",6,S Ravi,SK Tarapore
2010_39,2010,Kolkata,07/04/10,KKR,DD,KKR,bat,normal,0,KKR,14,0,Sourav Ganguly,"Eden Garden Stadium, Kolkata, West Bengal",3,BG Jerling,RE Koertzen
2010_40,2010,Bangalore,08/04/10,RCB,DC,DC,field,normal,0,DC,0,7,Tirumalsetti Suman,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,S Asnani,DJ Harper
